Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1197831,21-Oct-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,62,$930,$390.6,42.00%,Outlet
West Gear,1197831,21-Oct-21,South,Oklahoma,Oklahoma City,Men's Apparel,22,68,"$1,496",$568.48,38.00%,Outlet
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,"$50,000","$20,000",40.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Apparel,35,325,"$1,13,750","$39,812.5",35.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Apparel,20,425,"$85,000","$34,000",40.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Street Footwear,20,645,"$1,29,000","$51,600",40.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Athletic Footwear,20,325,"$65,000","$22,750",35.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Street Footwear,10,350,"$35,000","$14,000",40.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,200,"$40,000","$16,000",40.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Apparel,35,250,"$87,500","$30,625",35.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Apparel,25,350,"$87,500","$35,000",40.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Street Footwear,25,600,"$1,50,000","$60,000",40.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,300,"$75,000","$26,250",35.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Street Footwear,15,300,"$45,000","$18,000",40.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,"$45,000","$18,000",40.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Apparel,40,250,"$1,00,000","$35,000",35.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Apparel,30,400,"$1,20,000","$48,000",40.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Street Footwear,40,670,"$2,68,000","$1,07,200",40.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Athletic Footwear,40,375,"$1,50,000","$52,500",35.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Street Footwear,35,350,"$1,22,500","$49,000",40.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Athletic Footwear,35,300,"$1,05,000","$42,000",40.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Apparel,45,325,"$1,46,250","$51,187.5",35.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Apparel,45,425,"$1,91,250","$76,500",40.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Street Footwear,40,675,"$2,70,000","$1,08,000",40.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Athletic Footwear,35,425,"$1,48,750","$52,062.5",35.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Street Footwear,40,400,"$1,60,000","$64,000",40.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40,375,"$1,50,000","$60,000",40.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Apparel,55,375,"$2,06,250","$72,187.5",35.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Apparel,60,550,"$3,30,000","$1,32,000",40.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Street Footwear,55,775,"$4,26,250","$1,70,500",40.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Athletic Footwear,50,525,"$2,62,500","$91,875",35.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Street Footwear,45,450,"$2,02,500","$81,000",40.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Athletic Footwear,45,400,"$1,80,000","$72,000",40.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Apparel,60,425,"$2,55,000","$89,250",35.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Apparel,65,600,"$3,90,000","$1,56,000",40.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Street Footwear,60,750,"$4,50,000","$1,80,000",40.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Athletic Footwear,55,525,"$2,88,750","$1,01,062.5",35.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Street Footwear,50,450,"$2,25,000","$90,000",40.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40,400,"$1,60,000","$64,000",40.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Apparel,50,375,"$1,87,500","$65,625",35.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Apparel,55,550,"$3,02,500","$1,21,000",40.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Street Footwear,50,650,"$3,25,000","$1,30,000",40.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Athletic Footwear,40,450,"$1,80,000","$63,000",35.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Street Footwear,15,350,"$52,500","$21,000",40.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,325,"$48,750","$19,500",40.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Apparel,25,325,"$81,250","$28,437.5",35.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Apparel,30,425,"$1,27,500","$51,000",40.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Street Footwear,30,600,"$1,80,000","$72,000",40.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Athletic Footwear,20,425,"$85,000","$29,750",35.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Street Footwear,20,300,"$60,000","$24,000",40.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,275,"$55,000","$22,000",40.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Apparel,30,275,"$82,500","$28,875",35.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18,70,"$1,260",$630,50.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Apparel,34,98,"$3,332","$1,499.4",45.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Apparel,19,115,"$2,185","$1,179.9",54.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Street Footwear,18,181,"$3,258","$1,726.74",53.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Athletic Footwear,20,98,"$1,960",$882,45.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Street Footwear,10,88,$880,$475.2,54.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Athletic Footwear,19,60,"$1,140",$592.8,52.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Apparel,32,65,"$2,080",$956.8,46.00%,Online
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Apparel,24,102,"$2,448","$1,248.48",51.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Street Footwear,23,174,"$4,002","$2,161.08",54.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Athletic Footwear,24,81,"$1,944",$952.56,49.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Street Footwear,14,75,"$1,050",$546,52.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,63,"$1,260",$667.8,53.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Apparel,37,73,"$2,701","$1,296.48",48.00%,Online
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Apparel,28,116,"$3,248","$1,656.48",51.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Street Footwear,39,181,"$7,059","$3,811.86",54.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Athletic Footwear,38,113,"$4,294","$2,147",50.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Street Footwear,34,91,"$3,094","$1,701.7",55.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Athletic Footwear,34,78,"$2,652","$1,405.56",53.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Apparel,42,85,"$3,570","$1,677.9",47.00%,Online
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Apparel,44,111,"$4,884","$2,686.2",55.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Street Footwear,36,203,"$7,308","$3,654",50.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Athletic Footwear,32,106,"$3,392","$1,662.08",49.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Street Footwear,38,104,"$3,952","$2,134.08",54.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Athletic Footwear,37,98,"$3,626","$1,885.52",52.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Apparel,54,98,"$5,292","$2,540.16",48.00%,Online
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Apparel,54,160,"$8,640","$4,665.6",54.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Street Footwear,50,233,"$11,650","$5,825",50.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Athletic Footwear,47,147,"$6,909","$3,109.05",45.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Street Footwear,43,126,"$5,418","$2,763.18",51.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Athletic Footwear,41,116,"$4,756","$2,568.24",54.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Apparel,55,119,"$6,545","$3,207.05",49.00%,Online
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Apparel,63,150,"$9,450","$5,103",54.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Street Footwear,55,210,"$11,550","$6,237",54.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Athletic Footwear,50,152,"$7,600","$3,648",48.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Street Footwear,47,126,"$5,922","$3,079.44",52.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Athletic Footwear,39,104,"$4,056","$2,028",50.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Apparel,48,113,"$5,424","$2,657.76",49.00%,Online
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Apparel,50,143,"$7,150","$3,718",52.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Street Footwear,48,182,"$8,736","$4,542.72",52.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Athletic Footwear,39,126,"$4,914","$2,358.72",48.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Street Footwear,14,88,"$1,232",$640.64,52.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Athletic Footwear,14,88,"$1,232",$640.64,52.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Apparel,23,94,"$2,162","$1,081",50.00%,Online
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Apparel,29,119,"$3,451","$1,863.54",54.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Street Footwear,27,150,"$4,050","$2,025",50.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Athletic Footwear,19,106,"$2,014",$906.3,45.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Street Footwear,19,78,"$1,482",$741,50.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Athletic Footwear,19,72,"$1,368",$725.04,53.00%,Online
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Apparel,27,83,"$2,241","$1,053.27",47.00%,Online
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,78,"$1,170",$549.9,47.00%,Outlet
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Apparel,23,111,"$2,553",$944.61,37.00%,Outlet
Walmart,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Apparel,16,145,"$2,320",$974.4,42.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Street Footwear,15,206,"$3,090","$1,452.3",47.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Athletic Footwear,14,107,"$1,498",$554.26,37.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Street Footwear,8,112,$896,$403.2,45.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,70,"$1,050",$493.5,47.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Men's Apparel,24,88,"$2,112",$844.8,40.00%,Outlet
Walmart,1197831,19-Mar-21,South,Arkansas,Little Rock,Women's Apparel,20,112,"$2,240","$1,030.4",46.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Street Footwear,19,204,"$3,876","$1,744.2",45.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Athletic Footwear,20,102,"$2,040",$816,40.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Street Footwear,11,96,"$1,056",$496.32,47.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Athletic Footwear,13,77,"$1,001",$470.47,47.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Men's Apparel,31,75,"$2,325",$860.25,37.00%,Outlet
Walmart,1197831,20-Apr-21,South,Arkansas,Little Rock,Women's Apparel,24,120,"$2,880","$1,267.2",44.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Street Footwear,26,228,"$5,928","$2,726.88",46.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Athletic Footwear,28,116,"$3,248","$1,364.16",42.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Street Footwear,27,119,"$3,213","$1,413.72",44.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Athletic Footwear,24,90,"$2,160","$1,015.2",47.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Men's Apparel,32,111,"$3,552","$1,385.28",39.00%,Outlet
Walmart,1197831,19-May-21,South,Arkansas,Little Rock,Women's Apparel,33,145,"$4,785","$2,248.95",47.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Street Footwear,28,236,"$6,608","$2,907.52",44.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,149,"$3,725","$1,452.75",39.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Street Footwear,28,124,"$3,472","$1,562.4",45.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Athletic Footwear,29,124,"$3,596","$1,582.24",44.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Men's Apparel,37,116,"$4,292","$1,673.88",39.00%,Outlet
Walmart,1197831,21-Jun-21,South,Arkansas,Little Rock,Women's Apparel,48,165,"$7,920","$3,405.6",43.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Street Footwear,39,271,"$10,569","$4,438.98",42.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Athletic Footwear,36,163,"$5,868","$2,171.16",37.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Street Footwear,32,140,"$4,480","$1,971.2",44.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Athletic Footwear,35,120,"$4,200","$1,806",43.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Men's Apparel,40,149,"$5,960","$2,384",40.00%,Outlet
Walmart,1197831,19-Jul-21,South,Arkansas,Little Rock,Women's Apparel,50,198,"$9,900","$4,554",46.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Street Footwear,43,233,"$10,019","$4,508.55",45.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Athletic Footwear,42,163,"$6,846","$2,669.94",39.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Street Footwear,40,135,"$5,400","$2,376",44.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Athletic Footwear,29,132,"$3,828","$1,722.6",45.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Men's Apparel,40,113,"$4,520","$1,672.4",37.00%,Outlet
Walmart,1197831,20-Aug-21,South,Arkansas,Little Rock,Women's Apparel,40,193,"$7,720","$3,628.4",47.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Street Footwear,35,221,"$7,735","$3,326.05",43.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Athletic Footwear,26,135,"$3,510","$1,439.1",41.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Street Footwear,11,123,"$1,353",$635.91,47.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Athletic Footwear,12,104,"$1,248",$524.16,42.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Men's Apparel,18,111,"$1,998",$779.22,39.00%,Outlet
Walmart,1197831,19-Sep-21,South,Arkansas,Little Rock,Women's Apparel,22,140,"$3,080","$1,293.6",42.00%,Outlet
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Street Footwear,21,180,"$3,780","$1,701",45.00%,Outlet
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Athletic Footwear,14,132,"$1,848",$739.2,40.00%,Outlet
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Street Footwear,16,99,"$1,584",$728.64,46.00%,Outlet
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15,94,"$1,410",$634.5,45.00%,Outlet
Walmart,1197831,21-Oct-21,South,Arkansas,Little Rock,Men's Apparel,21,91,"$1,911",$707.07,37.00%,Outlet
West Gear,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Apparel,30,400,"$1,20,000","$48,000",40.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Street Footwear,25,550,"$1,37,500","$55,000",40.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Athletic Footwear,15,375,"$56,250.0000000001","$19,687.5",35.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Street Footwear,25,320,"$80,000.0000000001","$32,000",40.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Athletic Footwear,55,375,"$2,06,250","$82,500",40.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Apparel,75,350,"$2,62,500","$91,875",35.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Apparel,75,450,"$3,37,500","$1,35,000",40.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Street Footwear,70,700,"$4,90,000","$1,96,000",40.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,"$3,00,000","$1,05,000",35.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Street Footwear,60,450,"$2,70,000","$1,08,000",40.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Athletic Footwear,60,400,"$2,40,000","$96,000",40.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Apparel,70,400,"$2,80,000","$98,000",35.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Apparel,75,500,"$3,75,000","$1,50,000",40.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Street Footwear,25,575,"$1,43,750","$57,500",40.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,375,"$93,750","$32,812.5",35.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Street Footwear,15,375,"$56,250","$22,500",40.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,"$45,000","$18,000",40.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Apparel,35,275,"$96,250","$33,687.5",35.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Apparel,25,375,"$93,750","$37,500",40.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Street Footwear,25,625,"$1,56,250","$62,500",40.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,"$68,750","$24,062.5",35.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Street Footwear,15,325,"$48,750","$19,500",40.00%,Online
West Gear,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Apparel,29,104,"$3,016","$1,598.48",53.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Street Footwear,24,143,"$3,432","$1,716",50.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Athletic Footwear,14,94,"$1,316",$658,50.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Street Footwear,23,90,"$2,070","$1,055.7",51.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Athletic Footwear,51,109,"$5,559","$2,779.5",50.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Apparel,69,91,"$6,279","$2,951.13",47.00%,Online
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Apparel,73,117,"$8,541","$4,526.73",53.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Street Footwear,67,203,"$13,601","$7,480.55",55.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Athletic Footwear,54,140,"$7,560","$3,553.2",47.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Street Footwear,55,126,"$6,930","$3,742.2",54.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Athletic Footwear,57,120,"$6,840","$3,488.4",51.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Apparel,64,112,"$7,168","$3,512.32",49.00%,Online
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Apparel,70,150,"$10,500","$5,355",51.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Street Footwear,24,167,"$4,008","$2,124.24",53.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25,109,"$2,725","$1,226.25",45.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Street Footwear,15,98,"$1,470",$808.5,55.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Athletic Footwear,18,65,"$1,170",$643.5,55.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Apparel,33,80,"$2,640","$1,320",50.00%,Online
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Women's Apparel,23,101,"$2,323","$1,207.96",52.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Street Footwear,24,169,"$4,056","$2,109.12",52.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Men's Athletic Footwear,23,80,"$1,840",$846.4,46.00%,Online
West Gear,1197831,21-Feb-21,South,Arkansas,Little Rock,Women's Street Footwear,15,91,"$1,365",$682.5,50.00%,Online
West Gear,1197831,21-Oct-21,South,Arkansas,Little Rock,Women's Apparel,20,132,"$2,640","$1,188",45.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Street Footwear,18,176,"$3,168","$1,457.28",46.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Athletic Footwear,11,116,"$1,276",$535.92,42.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Street Footwear,19,102,"$1,938",$833.34,43.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Athletic Footwear,41,128,"$5,248","$2,309.12",44.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Men's Apparel,56,105,"$5,880","$2,410.8",41.00%,Outlet
West Gear,1197831,20-Nov-21,South,Arkansas,Little Rock,Women's Apparel,53,135,"$7,155","$3,219.75",45.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Street Footwear,55,238,"$13,090","$6,021.4",46.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Athletic Footwear,46,155,"$7,130","$2,852",40.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Street Footwear,43,149,"$6,407","$2,819.08",44.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Athletic Footwear,40,124,"$4,960","$2,281.6",46.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Men's Apparel,50,132,"$6,600","$2,640",40.00%,Outlet
West Gear,1197831,19-Dec-21,South,Arkansas,Little Rock,Women's Apparel,55,170,"$9,350","$4,207.5",45.00%,Outlet
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Street Footwear,17,178,"$3,026","$1,422.22",47.00%,Outlet
West Gear,1197831,23-Jan-21,South,Arkansas,Little Rock,Men's Athletic Footwear,18,124,"$2,232",$848.16,38.00%,Outlet
